충청남도,예산군,3413 ,302419 ,38031 ,31000 
충청남도,태안군,3903 ,566147 ,38254 ,36300 
충청북도,청주시 상당구,3322 ,511867 ,72289 ,54424 
충청북도,청주시 서원구,14493 ,793889 ,185809 ,163881 
충청북도,청주시 흥덕구,6410 ,1201333 ,176403 ,150137 
충청북도,청주시 청원구,9080 ,1040833 ,95661 ,78407 
충청북도,충주시,2782 ,868009 ,61490 ,45345 
충청북도,제천시,2182 ,1136842 ,40915 ,30250 
충청북도,보은군,2439 ,105648 ,28320 ,26000 
충청북도,옥천군,1758 ,333333 ,33910 ,27214 
충청북도,영동군,1124 ,151020 ,24672 ,21531 
충청북도,증평군,7582 ,414402 ,56340 ,46660 
충청북도,진천군,6711 ,913793 ,65610 ,57540 
충청북도,괴산군,2521 ,198324 ,34214 ,33067 
충청북도,음성군,2400 ,338075 ,61249 ,51423 
충청북도,단양군,1779 ,157466 ,31528 ,27684 
강원도,춘천시,4202 ,2008929 ,119983 ,113583 
강원도,원주시,6010 ,1499001 ,99960 ,79426 
강원도,강릉시,2088 ,727069 ,71371 ,62071 
강원도,동해시,22645 ,237705 ,74727 ,69118 
강원도,속초시,30662 ,453488 ,166568 ,173821 
강원도,삼척시,1178 ,438849 ,18946 ,19293 
강원도,홍천군,5000 ,382966 ,53264 ,52752 
강원도,횡성군,2258 ,238095 ,50338 ,46206 
강원도,영월군,746 ,294609 ,30244 ,29306 
강원도,평창군,2206 ,473251 ,51632 ,56688 
강원도,정선군,1533 ,141538 ,21825 ,23803 
강원도,철원군,2128 ,142045 ,37885 ,39456 
강원도,화천군,1375 ,121512 ,36256 ,35492 
강원도,양구군,2632 ,111940 ,29110 ,27204 
강원도,인제군,3023 ,119454 ,44188 ,42666 
강원도,고성군,7555 ,310131 ,35446 ,29966 
강원도,양양군,2591 ,444732 ,65358 ,60641 
경기도,수원시 권선구,297806 ,1799824 ,816782 ,823378 
경기도,성남시 분당구,56232 ,5000000 ,1101909 ,1289693 
경기도,평택시,26178 ,1481376 ,252667 ,226846 
경기도,동두천시,25873 ,634529 ,193240 ,180753 
경기도,안산시 상록구,30250 ,598540 ,251020 ,249846 
경기도,안산시 단원구,27097 ,562500 ,207443 ,239039 
경기도,고양시 덕양구,72428 ,1214953 ,406926 ,378329 
경기도,고양시 일산동구,109730 ,2137151 ,532309 ,453717 
경기도,고양시 일산서구,166314 ,968273 ,297223 ,291123 
경기도,구리시,257024 ,605847953 ,654115 ,675708 
경기도,남양주시,21536 ,2371601 ,412032 ,362991 
경기도,오산시,26833 ,2118644 ,684470 ,604985 
경기도,시흥시,90799 ,1809524 ,354114 ,362572 
경기도,하남시,44510 ,1987134 ,743923 ,689655 
경기도,용인시 처인구,10504 ,1734694 ,318711 ,302476 
경기도,용인시 기흥구,73684 ,2785000 ,985451 ,997651 
경기도,용인시 수지구,202882 ,2108696 ,936252 ,1212531 
경기도,파주시,6811 ,2420000 ,170169 ,157300 
경기도,이천시,8429 ,1557209 ,136741 ,121025 
경기도,안성시,4895 ,1548330 ,133333 ,114011 
경기도,김포시,8065 ,1773934 ,290181 ,302256 
경기도,화성시,15122 ,1970979 ,226024 ,211832 
경기도,광주시,18759 ,1362319 ,343148 ,319347 
경기도,양주시,15674 ,1516245 ,227108 ,209241 
경기도,포천시,10345 ,1058632 ,133355 ,121037 
경기도,여주시,3663 ,755814 ,92820 ,81893 
경기도,연천군,3608 ,261097 ,59428 ,54932 
경기도,가평군,5865 ,505172 ,115012 ,120815 
경기도,양평군,7568 ,1333333 ,138990 ,130872 
세종특별자치시,세종특별자치시,12098 ,1512105 ,242091 ,211757 
울산광역시,북구,14614 ,1512077 ,174227 ,159769 
울산광역시,울주군,5929 ,2000000 ,190275 ,166027 
대전광역시,동구,12121 ,907448 ,146122 ,77411 
대전광역시,중구,26101 ,181479 ,91365 ,81011 
대전광역시,서구,22352 ,848765 ,110588 ,99485 
대전광역시,유성구,36846 ,2087216 ,346531 ,217796 
대전광역시,대덕구,22591 ,528169 ,264892 ,126757 
광주광역시,서구,13150 ,2114583 ,574876 ,720982 
광주광역시,남구,21172 ,311015 ,122491 ,118156 
광주광역시,북구,19573 ,967906 ,220382 ,120831 
광주광역시,광산구,9000 ,1058594 ,120976 ,88889 
인천광역시,중구,33333 ,2680798 ,524939 ,568605 
인천광역시,남동구,195500 ,1135217 ,434039 ,455912 
인천광역시,계양구,116501 ,2029073 ,320996 ,302594 
인천광역시,서구,52365 ,1326172 ,582893 ,513699 
인천광역시,강화군,15000 ,597291 ,93313 ,128000 
인천광역시,옹진군,1866 ,665054 ,94543 ,105858 
대구광역시,동구,31368 ,605990 ,232625 ,190161 
대구광역시,수성구,3043 ,1200924 ,340956 ,330482 
대구광역시,달성군,4236 ,1665268 ,189688 ,166486 
부산광역시,강서구,10121 ,872981 ,252667 ,220840 
부산광역시,기장군,43526 ,1361212 ,366282 ,297521 
서울특별시,서울특별시,151365 ,5963116 ,940919 ,717360 
